Unit Cell,ID,Stiff material,Infill material,Unit cell width [mm],Unit cell height [mm],Out of plane thickness [mm],Strut thickness [mm],Fillet radius [mm],Interface length [mm],Inner radius [mm]
Chiral,520,PLA,dense elastomer,36.69129966285524,10.0,2.5,1.217724202095689,0.5,1.217724202095689,1.8097262761563135
Chiral,521,PLA,foamed elastomer,36.69129966285524,10.0,2.5,1.217724202095689,0.5,1.217724202095689,1.8097262761563135
Chiral,522,PLA,none,36.69129966285524,10.0,2.5,1.217724202095689,0.5,1.217724202095689,1.8097262761563135
Chiral,523,PLA,dense elastomer,17.757235151880167,10.0,2.5,0.27361965363503193,0.5,0.27361965363503193,1.6011330536739188
Chiral,524,PLA,foamed elastomer,17.757235151880167,10.0,2.5,0.27361965363503193,0.5,0.27361965363503193,1.6011330536739188
Chiral,525,PLA,none,17.757235151880167,10.0,2.5,0.27361965363503193,0.5,0.27361965363503193,1.6011330536739188
Chiral,526,PLA,dense elastomer,47.64012462709565,10.0,2.5,1.125966535696423,0.5,1.125966535696423,1.8516518791527563
Chiral,527,PLA,foamed elastomer,47.64012462709565,10.0,2.5,1.125966535696423,0.5,1.125966535696423,1.8516518791527563
Chiral,528,PLA,none,47.64012462709565,10.0,2.5,1.125966535696423,0.5,1.125966535696423,1.8516518791527563
Chiral,529,PLA,dense elastomer,49.6696568354472,10.0,2.5,0.589437233047705,0.5,0.589437233047705,1.0730293228542476
Chiral,530,PLA,foamed elastomer,49.6696568354472,10.0,2.5,0.589437233047705,0.5,0.589437233047705,1.0730293228542476
Chiral,531,PLA,none,49.6696568354472,10.0,2.5,0.589437233047705,0.5,0.589437233047705,1.0730293228542476
Chiral,532,PLA,dense elastomer,16.165677798586813,10.0,2.5,0.4714306312611126,0.5,0.4714306312611126,1.79265936179617
Chiral,533,PLA,foamed elastomer,16.165677798586813,10.0,2.5,0.4714306312611126,0.5,0.4714306312611126,1.79265936179617
Chiral,534,PLA,none,16.165677798586813,10.0,2.5,0.4714306312611126,0.5,0.4714306312611126,1.79265936179617
Chiral,535,PLA,dense elastomer,34.38829649350889,10.0,2.5,1.0968059591818475,0.5,1.0968059591818475,1.1658610801908302
Chiral,536,PLA,foamed elastomer,34.38829649350889,10.0,2.5,1.0968059591818475,0.5,1.0968059591818475,1.1658610801908302
Chiral,537,PLA,none,34.38829649350889,10.0,2.5,1.0968059591818475,0.5,1.0968059591818475,1.1658610801908302
Chiral,538,PLA,dense elastomer,41.780188624911055,10.0,2.5,0.7292655477977682,0.5,0.7292655477977682,1.9430643599490172
Chiral,539,PLA,foamed elastomer,41.780188624911055,10.0,2.5,0.7292655477977682,0.5,0.7292655477977682,1.9430643599490172
Chiral,540,PLA,none,41.780188624911055,10.0,2.5,0.7292655477977682,0.5,0.7292655477977682,1.9430643599490172
Chiral,541,PLA,dense elastomer,24.81300745494014,10.0,2.5,0.609069279270444,0.5,0.609069279270444,1.2192398382482441
Chiral,542,PLA,foamed elastomer,24.81300745494014,10.0,2.5,0.609069279270444,0.5,0.609069279270444,1.2192398382482441
Chiral,543,PLA,none,24.81300745494014,10.0,2.5,0.609069279270444,0.5,0.609069279270444,1.2192398382482441
Chiral,544,PLA,dense elastomer,26.650261331962376,10.0,2.5,1.144011480627547,0.5,1.144011480627547,1.9170122352149206
Chiral,545,PLA,foamed elastomer,26.650261331962376,10.0,2.5,1.144011480627547,0.5,1.144011480627547,1.9170122352149206
Chiral,546,PLA,none,26.650261331962376,10.0,2.5,1.144011480627547,0.5,1.144011480627547,1.9170122352149206
Chiral,547,PLA,dense elastomer,10.525224466024662,10.0,2.5,0.9728715719642858,0.5,0.9728715719642858,1.1074581795037886
Chiral,548,PLA,foamed elastomer,10.525224466024662,10.0,2.5,0.9728715719642858,0.5,0.9728715719642858,1.1074581795037886
Chiral,549,PLA,none,10.525224466024662,10.0,2.5,0.9728715719642858,0.5,0.9728715719642858,1.1074581795037886
Chiral,550,PLA,dense elastomer,25.63853037194315,10.0,2.5,0.4340158851154588,0.5,0.4340158851154588,1.9931819230890255
Chiral,551,PLA,foamed elastomer,25.63853037194315,10.0,2.5,0.4340158851154588,0.5,0.4340158851154588,1.9931819230890255
Chiral,552,PLA,none,25.63853037194315,10.0,2.5,0.4340158851154588,0.5,0.4340158851154588,1.9931819230890255
Chiral,553,PLA,dense elastomer,48.17093992725296,10.0,2.5,0.9503927331475581,0.5,0.9503927331475581,1.5563169722541235
Chiral,554,PLA,foamed elastomer,48.17093992725296,10.0,2.5,0.9503927331475581,0.5,0.9503927331475581,1.5563169722541235
Chiral,555,PLA,none,48.17093992725296,10.0,2.5,0.9503927331475581,0.5,0.9503927331475581,1.5563169722541235
Chiral,556,PLA,dense elastomer,23.17953199905949,10.0,2.5,0.7863230320960662,0.5,0.7863230320960662,1.702770411095993
Chiral,557,PLA,foamed elastomer,23.17953199905949,10.0,2.5,0.7863230320960662,0.5,0.7863230320960662,1.702770411095993
Chiral,558,PLA,none,23.17953199905949,10.0,2.5,0.7863230320960662,0.5,0.7863230320960662,1.702770411095993
Chiral,559,PLA,dense elastomer,48.644006872574735,10.0,2.5,0.9191031274913366,0.5,0.9191031274913366,1.9588685452833934
Chiral,560,PLA,foamed elastomer,48.644006872574735,10.0,2.5,0.9191031274913366,0.5,0.9191031274913366,1.9588685452833934
Chiral,561,PLA,none,48.644006872574735,10.0,2.5,0.9191031274913366,0.5,0.9191031274913366,1.9588685452833934
Chiral,562,PLA,dense elastomer,22.423166436017315,10.0,2.5,0.804100200286857,0.5,0.804100200286857,1.9019485393274387
Chiral,563,PLA,foamed elastomer,22.423166436017315,10.0,2.5,0.804100200286857,0.5,0.804100200286857,1.9019485393274387
Chiral,564,PLA,none,22.423166436017315,10.0,2.5,0.804100200286857,0.5,0.804100200286857,1.9019485393274387
Chiral,565,PLA,dense elastomer,21.4888145244841,10.0,2.5,0.8472381617123856,0.5,0.8472381617123856,1.6956383399718111
Chiral,566,PLA,foamed elastomer,21.4888145244841,10.0,2.5,0.8472381617123856,0.5,0.8472381617123856,1.6956383399718111
Chiral,567,PLA,none,21.4888145244841,10.0,2.5,0.8472381617123856,0.5,0.8472381617123856,1.6956383399718111
Chiral,568,PLA,dense elastomer,41.358429096632435,10.0,2.5,0.9859415356790111,0.5,0.9859415356790111,1.4175204857202004
Chiral,569,PLA,foamed elastomer,41.358429096632435,10.0,2.5,0.9859415356790111,0.5,0.9859415356790111,1.4175204857202004
Chiral,570,PLA,none,41.358429096632435,10.0,2.5,0.9859415356790111,0.5,0.9859415356790111,1.4175204857202004
Chiral,571,PLA,dense elastomer,37.53330127151037,10.0,2.5,0.922734040122438,0.5,0.922734040122438,1.9799543340075918
Chiral,572,PLA,foamed elastomer,37.53330127151037,10.0,2.5,0.922734040122438,0.5,0.922734040122438,1.9799543340075918
Chiral,573,PLA,none,37.53330127151037,10.0,2.5,0.922734040122438,0.5,0.922734040122438,1.9799543340075918
Chiral,574,PLA,dense elastomer,19.77545423485616,10.0,2.5,0.9961757208635852,0.5,0.9961757208635852,1.8012427391132657
Chiral,575,PLA,foamed elastomer,19.77545423485616,10.0,2.5,0.9961757208635852,0.5,0.9961757208635852,1.8012427391132657
Chiral,576,PLA,none,19.77545423485616,10.0,2.5,0.9961757208635852,0.5,0.9961757208635852,1.8012427391132657
Chiral,577,PLA,dense elastomer,28.205657913530423,10.0,2.5,0.654403065882781,0.5,0.654403065882781,1.7638763472371428
Chiral,578,PLA,foamed elastomer,28.205657913530423,10.0,2.5,0.654403065882781,0.5,0.654403065882781,1.7638763472371428
Chiral,579,PLA,none,28.205657913530423,10.0,2.5,0.654403065882781,0.5,0.654403065882781,1.7638763472371428
Chiral,580,PLA,dense elastomer,31.383389291234543,10.0,2.5,0.46342356065143053,0.5,0.46342356065143053,1.7788890499622494
Chiral,581,PLA,foamed elastomer,31.383389291234543,10.0,2.5,0.46342356065143053,0.5,0.46342356065143053,1.7788890499622494
Chiral,582,PLA,none,31.383389291234543,10.0,2.5,0.46342356065143053,0.5,0.46342356065143053,1.7788890499622494
Chiral,583,PLA,dense elastomer,41.94161092998223,10.0,2.5,0.5734204208752035,0.5,0.5734204208752035,1.3207702652158717
Chiral,584,PLA,foamed elastomer,41.94161092998223,10.0,2.5,0.5734204208752035,0.5,0.5734204208752035,1.3207702652158717
Chiral,585,PLA,none,41.94161092998223,10.0,2.5,0.5734204208752035,0.5,0.5734204208752035,1.3207702652158717
Chiral,586,PLA,dense elastomer,26.16523137209971,10.0,2.5,0.27872044212080255,0.5,0.27872044212080255,1.2337786381737639
Chiral,587,PLA,foamed elastomer,26.16523137209971,10.0,2.5,0.27872044212080255,0.5,0.27872044212080255,1.2337786381737639
Chiral,588,PLA,none,26.16523137209971,10.0,2.5,0.27872044212080255,0.5,0.27872044212080255,1.2337786381737639
Chiral,589,PLA,dense elastomer,19.97972110701673,10.0,2.5,1.061864705812746,0.5,1.061864705812746,1.5505905313746016
Chiral,590,PLA,foamed elastomer,19.97972110701673,10.0,2.5,1.061864705812746,0.5,1.061864705812746,1.5505905313746016
Chiral,591,PLA,none,19.97972110701673,10.0,2.5,1.061864705812746,0.5,1.061864705812746,1.5505905313746016
Chiral,592,PLA,dense elastomer,42.64696442207664,10.0,2.5,0.7027284518816967,0.5,0.7027284518816967,1.971501223524124
Chiral,593,PLA,foamed elastomer,42.64696442207664,10.0,2.5,0.7027284518816967,0.5,0.7027284518816967,1.971501223524124
Chiral,594,PLA,none,42.64696442207664,10.0,2.5,0.7027284518816967,0.5,0.7027284518816967,1.971501223524124
Chiral,595,PLA,dense elastomer,24.362275498040677,10.0,2.5,0.2959827198677839,0.5,0.2959827198677839,1.906256092972827
Chiral,596,PLA,foamed elastomer,24.362275498040677,10.0,2.5,0.2959827198677839,0.5,0.2959827198677839,1.906256092972827
Chiral,597,PLA,none,24.362275498040677,10.0,2.5,0.2959827198677839,0.5,0.2959827198677839,1.906256092972827
Chiral,598,PLA,dense elastomer,23.95131914711545,10.0,2.5,0.7222440724177412,0.5,0.7222440724177412,1.1946194765315106
Chiral,599,PLA,foamed elastomer,23.95131914711545,10.0,2.5,0.7222440724177412,0.5,0.7222440724177412,1.1946194765315106
Chiral,600,PLA,none,23.95131914711545,10.0,2.5,0.7222440724177412,0.5,0.7222440724177412,1.1946194765315106
Chiral,601,PLA,dense elastomer,48.24456814810911,10.0,2.5,0.3478152478233534,0.5,0.3478152478233534,1.7504281170543334
Chiral,602,PLA,foamed elastomer,48.24456814810911,10.0,2.5,0.3478152478233534,0.5,0.3478152478233534,1.7504281170543334
Chiral,603,PLA,none,48.24456814810911,10.0,2.5,0.3478152478233534,0.5,0.3478152478233534,1.7504281170543334
Chiral,604,PLA,dense elastomer,46.73506372228525,10.0,2.5,1.0691803920297174,0.5,1.0691803920297174,1.3451623492802662
Chiral,605,PLA,foamed elastomer,46.73506372228525,10.0,2.5,1.0691803920297174,0.5,1.0691803920297174,1.3451623492802662
Chiral,606,PLA,none,46.73506372228525,10.0,2.5,1.0691803920297174,0.5,1.0691803920297174,1.3451623492802662
Chiral,607,PLA,dense elastomer,24.5419474197136,10.0,2.5,0.4788469207949013,0.5,0.4788469207949013,1.599300101243812
Chiral,608,PLA,foamed elastomer,24.5419474197136,10.0,2.5,0.4788469207949013,0.5,0.4788469207949013,1.599300101243812
Chiral,609,PLA,none,24.5419474197136,10.0,2.5,0.4788469207949013,0.5,0.4788469207949013,1.599300101243812
Chiral,610,PLA,dense elastomer,30.709564838054305,10.0,2.5,0.5617996250217172,0.5,0.5617996250217172,1.0796267113751747
Chiral,611,PLA,foamed elastomer,30.709564838054305,10.0,2.5,0.5617996250217172,0.5,0.5617996250217172,1.0796267113751747
Chiral,612,PLA,none,30.709564838054305,10.0,2.5,0.5617996250217172,0.5,0.5617996250217172,1.0796267113751747
Chiral,613,PLA,dense elastomer,15.931080613846186,10.0,2.5,1.1548029970813454,0.5,1.1548029970813454,1.3360894291486238
Chiral,614,PLA,foamed elastomer,15.931080613846186,10.0,2.5,1.1548029970813454,0.5,1.1548029970813454,1.3360894291486238
Chiral,615,PLA,none,15.931080613846186,10.0,2.5,1.1548029970813454,0.5,1.1548029970813454,1.3360894291486238
Chiral,616,PLA,dense elastomer,44.53317233256398,10.0,2.5,0.5149992309425315,0.5,0.5149992309425315,1.0681712374641148
Chiral,617,PLA,foamed elastomer,44.53317233256398,10.0,2.5,0.5149992309425315,0.5,0.5149992309425315,1.0681712374641148
Chiral,618,PLA,none,44.53317233256398,10.0,2.5,0.5149992309425315,0.5,0.5149992309425315,1.0681712374641148
Chiral,619,PLA,dense elastomer,15.67036037540446,10.0,2.5,0.3180068825267169,0.5,0.3180068825267169,1.2570989864274118
Chiral,620,PLA,foamed elastomer,15.67036037540446,10.0,2.5,0.3180068825267169,0.5,0.3180068825267169,1.2570989864274118
Chiral,621,PLA,none,15.67036037540446,10.0,2.5,0.3180068825267169,0.5,0.3180068825267169,1.2570989864274118
Chiral,622,PLA,dense elastomer,33.09979661549541,10.0,2.5,0.3091935263164538,0.5,0.3091935263164538,1.7327435788501337
Chiral,623,PLA,foamed elastomer,33.09979661549541,10.0,2.5,0.3091935263164538,0.5,0.3091935263164538,1.7327435788501337
Chiral,624,PLA,none,33.09979661549541,10.0,2.5,0.3091935263164538,0.5,0.3091935263164538,1.7327435788501337
Chiral,625,PLA,dense elastomer,11.667655528381584,10.0,2.5,0.8761730748913634,0.5,0.8761730748913634,1.4020155534025207
Chiral,626,PLA,foamed elastomer,11.667655528381584,10.0,2.5,0.8761730748913634,0.5,0.8761730748913634,1.4020155534025207
Chiral,627,PLA,none,11.667655528381584,10.0,2.5,0.8761730748913634,0.5,0.8761730748913634,1.4020155534025207
Chiral,628,PLA,dense elastomer,49.93332813476867,10.0,2.5,0.7723532283157769,0.5,0.7723532283157769,1.4854461775072543
Chiral,629,PLA,foamed elastomer,49.93332813476867,10.0,2.5,0.7723532283157769,0.5,0.7723532283157769,1.4854461775072543
Chiral,630,PLA,none,49.93332813476867,10.0,2.5,0.7723532283157769,0.5,0.7723532283157769,1.4854461775072543
Chiral,631,PLA,dense elastomer,10.112236236962717,10.0,2.5,0.935610957055,0.5,0.935610957055,1.2896965059734145
Chiral,632,PLA,foamed elastomer,10.112236236962717,10.0,2.5,0.935610957055,0.5,0.935610957055,1.2896965059734145
Chiral,633,PLA,none,10.112236236962717,10.0,2.5,0.935610957055,0.5,0.935610957055,1.2896965059734145
Chiral,634,PLA,dense elastomer,20.399018769245444,10.0,2.5,0.9587082316009334,0.5,0.9587082316009334,1.8480572699026396
Chiral,635,PLA,foamed elastomer,20.399018769245444,10.0,2.5,0.9587082316009334,0.5,0.9587082316009334,1.8480572699026396
Chiral,636,PLA,none,20.399018769245444,10.0,2.5,0.9587082316009334,0.5,0.9587082316009334,1.8480572699026396
Chiral,637,PLA,dense elastomer,14.724590118977083,10.0,2.5,0.7387353558348382,0.5,0.7387353558348382,1.0913580791176627
Chiral,638,PLA,foamed elastomer,14.724590118977083,10.0,2.5,0.7387353558348382,0.5,0.7387353558348382,1.0913580791176627
Chiral,639,PLA,none,14.724590118977083,10.0,2.5,0.7387353558348382,0.5,0.7387353558348382,1.0913580791176627
Chiral,640,PLA,dense elastomer,42.34171786340117,10.0,2.5,0.49442605589455024,0.5,0.49442605589455024,1.8338101160722604
Chiral,641,PLA,foamed elastomer,42.34171786340117,10.0,2.5,0.49442605589455024,0.5,0.49442605589455024,1.8338101160722604
Chiral,642,PLA,none,42.34171786340117,10.0,2.5,0.49442605589455024,0.5,0.49442605589455024,1.8338101160722604
Chiral,643,PLA,dense elastomer,22.99688383737145,10.0,2.5,0.814709337611137,0.5,0.814709337611137,1.3253328284474495
Chiral,644,PLA,foamed elastomer,22.99688383737145,10.0,2.5,0.814709337611137,0.5,0.814709337611137,1.3253328284474495
Chiral,645,PLA,none,22.99688383737145,10.0,2.5,0.814709337611137,0.5,0.814709337611137,1.3253328284474495
Chiral,646,PLA,dense elastomer,11.11038961375869,10.0,2.5,0.5060616611202966,0.5,0.5060616611202966,1.5801874485327918
Chiral,647,PLA,foamed elastomer,11.11038961375869,10.0,2.5,0.5060616611202966,0.5,0.5060616611202966,1.5801874485327918
Chiral,648,PLA,none,11.11038961375869,10.0,2.5,0.5060616611202966,0.5,0.5060616611202966,1.5801874485327918
Chiral,649,PLA,dense elastomer,20.847260847103776,10.0,2.5,1.0268760048113714,0.5,1.0268760048113714,1.6054876744087405
Chiral,650,PLA,foamed elastomer,20.847260847103776,10.0,2.5,1.0268760048113714,0.5,1.0268760048113714,1.6054876744087405
Chiral,651,PLA,none,20.847260847103776,10.0,2.5,1.0268760048113714,0.5,1.0268760048113714,1.6054876744087405
Chiral,652,PLA,dense elastomer,14.923522162183598,10.0,2.5,0.636008915619243,0.5,0.636008915619243,1.5222862395512096
Chiral,653,PLA,foamed elastomer,14.923522162183598,10.0,2.5,0.636008915619243,0.5,0.636008915619243,1.5222862395512096
Chiral,654,PLA,none,14.923522162183598,10.0,2.5,0.636008915619243,0.5,0.636008915619243,1.5222862395512096
Chiral,655,PLA,dense elastomer,43.80608063868611,10.0,2.5,1.0551755718027602,0.5,1.0551755718027602,1.0294767490111627
Chiral,656,PLA,foamed elastomer,43.80608063868611,10.0,2.5,1.0551755718027602,0.5,1.0551755718027602,1.0294767490111627
Chiral,657,PLA,none,43.80608063868611,10.0,2.5,1.0551755718027602,0.5,1.0551755718027602,1.0294767490111627
Chiral,658,PLA,dense elastomer,12.484404370568566,10.0,2.5,1.0373250227827722,0.5,1.0373250227827722,1.6425345760410237
Chiral,659,PLA,foamed elastomer,12.484404370568566,10.0,2.5,1.0373250227827722,0.5,1.0373250227827722,1.6425345760410237
Chiral,660,PLA,none,12.484404370568566,10.0,2.5,1.0373250227827722,0.5,1.0373250227827722,1.6425345760410237
Chiral,661,PLA,dense elastomer,29.386616685481023,10.0,2.5,1.2339098156969672,0.5,1.2339098156969672,1.186343371954086
Chiral,662,PLA,foamed elastomer,29.386616685481023,10.0,2.5,1.2339098156969672,0.5,1.2339098156969672,1.186343371954086
Chiral,663,PLA,none,29.386616685481023,10.0,2.5,1.2339098156969672,0.5,1.2339098156969672,1.186343371954086
Chiral,664,PLA,dense elastomer,12.798404091636112,10.0,2.5,0.7416522969809619,0.5,0.7416522969809619,1.9372858678713156
Chiral,665,PLA,foamed elastomer,12.798404091636112,10.0,2.5,0.7416522969809619,0.5,0.7416522969809619,1.9372858678713156
Chiral,666,PLA,none,12.798404091636112,10.0,2.5,0.7416522969809619,0.5,0.7416522969809619,1.9372858678713156
Chiral,667,PLA,dense elastomer,41.409191320500454,10.0,2.5,0.5499910542311128,0.5,0.5499910542311128,1.1438611465856328
Chiral,668,PLA,foamed elastomer,41.409191320500454,10.0,2.5,0.5499910542311128,0.5,0.5499910542311128,1.1438611465856328
Chiral,669,PLA,none,41.409191320500454,10.0,2.5,0.5499910542311128,0.5,0.5499910542311128,1.1438611465856328
Chiral,670,PLA,dense elastomer,21.081701114684357,10.0,2.5,0.35187571688242686,0.5,0.35187571688242686,1.0409277689443082
Chiral,671,PLA,foamed elastomer,21.081701114684357,10.0,2.5,0.35187571688242686,0.5,0.35187571688242686,1.0409277689443082
Chiral,672,PLA,none,21.081701114684357,10.0,2.5,0.35187571688242686,0.5,0.35187571688242686,1.0409277689443082
Chiral,673,PLA,dense elastomer,49.15046761718634,10.0,2.5,0.870372805936602,0.5,0.870372805936602,1.6613213616664075
Chiral,674,PLA,foamed elastomer,49.15046761718634,10.0,2.5,0.870372805936602,0.5,0.870372805936602,1.6613213616664075
Chiral,675,PLA,none,49.15046761718634,10.0,2.5,0.870372805936602,0.5,0.870372805936602,1.6613213616664075
Chiral,676,PLA,dense elastomer,28.87009706001628,10.0,2.5,1.1112477087265973,0.5,1.1112477087265973,1.962661623310327
Chiral,677,PLA,foamed elastomer,28.87009706001628,10.0,2.5,1.1112477087265973,0.5,1.1112477087265973,1.962661623310327
Chiral,678,PLA,none,28.87009706001628,10.0,2.5,1.1112477087265973,0.5,1.1112477087265973,1.962661623310327
Chiral,679,PLA,dense elastomer,38.47573262124903,10.0,2.5,0.33568812184409996,0.5,0.33568812184409996,1.8863024704940234
Chiral,680,PLA,foamed elastomer,38.47573262124903,10.0,2.5,0.33568812184409996,0.5,0.33568812184409996,1.8863024704940234
Chiral,681,PLA,none,38.47573262124903,10.0,2.5,0.33568812184409996,0.5,0.33568812184409996,1.8863024704940234
