Unit Cell,ID,Stiff material,Infill material,Unit cell width [mm],Unit cell height [mm],Out of plane thickness [mm],Strut thickness [mm],Fillet radius [mm],Interface length [mm]
Lattice,422,PLA,foamed elastomer,17.2025995379474,10.0,2.5,0.6632852580418167,0.5,0.9949278870627251
Lattice,423,PLA,none,17.2025995379474,10.0,2.5,0.6632852580418167,0.5,0.9949278870627251
Lattice,424,PLA,dense elastomer,42.25038651888767,10.0,2.5,0.5352186495507033,0.5,0.8028279743260549
Lattice,425,PLA,foamed elastomer,42.25038651888767,10.0,2.5,0.5352186495507033,0.5,0.8028279743260549
Lattice,426,PLA,none,42.25038651888767,10.0,2.5,0.5352186495507033,0.5,0.8028279743260549
Lattice,427,PLA,dense elastomer,22.30108195146823,10.0,2.5,0.9783912351319624,0.5,1.4675868526979436
Lattice,428,PLA,foamed elastomer,22.30108195146823,10.0,2.5,0.9783912351319624,0.5,1.4675868526979436
Lattice,429,PLA,none,22.30108195146823,10.0,2.5,0.9783912351319624,0.5,1.4675868526979436
Lattice,430,PLA,dense elastomer,33.69999557113693,10.0,2.5,0.5617433285738347,0.5,0.842614992860752
Lattice,431,PLA,foamed elastomer,33.69999557113693,10.0,2.5,0.5617433285738347,0.5,0.842614992860752
Lattice,432,PLA,none,33.69999557113693,10.0,2.5,0.5617433285738347,0.5,0.842614992860752
Lattice,433,PLA,dense elastomer,16.004905264565913,10.0,2.5,0.43666205262287205,0.5,0.6549930789343081
Lattice,434,PLA,foamed elastomer,16.004905264565913,10.0,2.5,0.43666205262287205,0.5,0.6549930789343081
Lattice,435,PLA,none,16.004905264565913,10.0,2.5,0.43666205262287205,0.5,0.6549930789343081
Lattice,436,PLA,dense elastomer,27.98280786354368,10.0,2.5,0.4194419756995028,0.5,0.6291629635492542
Lattice,437,PLA,foamed elastomer,27.98280786354368,10.0,2.5,0.4194419756995028,0.5,0.6291629635492542
Lattice,438,PLA,none,27.98280786354368,10.0,2.5,0.4194419756995028,0.5,0.6291629635492542
Lattice,439,PLA,dense elastomer,30.80961508590711,10.0,2.5,0.41093660918439023,0.5,0.6164049137765854
Lattice,440,PLA,foamed elastomer,30.80961508590711,10.0,2.5,0.41093660918439023,0.5,0.6164049137765854
Lattice,441,PLA,none,30.80961508590711,10.0,2.5,0.41093660918439023,0.5,0.6164049137765854
Lattice,442,PLA,dense elastomer,45.907129169943744,10.0,2.5,0.8991976114093686,0.5,1.348796417114053
Lattice,443,PLA,foamed elastomer,45.907129169943744,10.0,2.5,0.8991976114093686,0.5,1.348796417114053
Lattice,444,PLA,none,45.907129169943744,10.0,2.5,0.8991976114093686,0.5,1.348796417114053
Lattice,445,PLA,dense elastomer,39.26778594716163,10.0,2.5,0.4874786731162377,0.5,0.7312180096743566
Lattice,446,PLA,foamed elastomer,39.26778594716163,10.0,2.5,0.4874786731162377,0.5,0.7312180096743566
Lattice,447,PLA,none,39.26778594716163,10.0,2.5,0.4874786731162377,0.5,0.7312180096743566
Lattice,448,PLA,dense elastomer,49.064127402482455,10.0,2.5,0.8795281402982704,0.5,1.3192922104474056
Lattice,449,PLA,foamed elastomer,49.064127402482455,10.0,2.5,0.8795281402982704,0.5,1.3192922104474056
Lattice,450,PLA,none,49.064127402482455,10.0,2.5,0.8795281402982704,0.5,1.3192922104474056
Lattice,451,PLA,dense elastomer,16.77514159864601,10.0,2.5,0.3203500807323311,0.5,0.48052512109849665
Lattice,452,PLA,foamed elastomer,16.77514159864601,10.0,2.5,0.3203500807323311,0.5,0.48052512109849665
Lattice,453,PLA,none,16.77514159864601,10.0,2.5,0.3203500807323311,0.5,0.48052512109849665
Lattice,454,PLA,dense elastomer,24.38813849795184,10.0,2.5,0.758615953206226,0.5,1.137923929809339
Lattice,455,PLA,foamed elastomer,24.38813849795184,10.0,2.5,0.758615953206226,0.5,1.137923929809339
Lattice,456,PLA,none,24.38813849795184,10.0,2.5,0.758615953206226,0.5,1.137923929809339
Lattice,457,PLA,dense elastomer,20.866215703578415,10.0,2.5,0.6305697095063356,0.5,0.9458545642595034
Lattice,458,PLA,foamed elastomer,20.866215703578415,10.0,2.5,0.6305697095063356,0.5,0.9458545642595034
Lattice,459,PLA,none,20.866215703578415,10.0,2.5,0.6305697095063356,0.5,0.9458545642595034
Lattice,460,PLA,dense elastomer,21.2475453855714,10.0,2.5,0.8648806249743843,0.5,1.2973209374615764
Lattice,461,PLA,foamed elastomer,21.2475453855714,10.0,2.5,0.8648806249743843,0.5,1.2973209374615764
Lattice,462,PLA,none,21.2475453855714,10.0,2.5,0.8648806249743843,0.5,1.2973209374615764
Lattice,463,PLA,dense elastomer,15.695003786554,10.0,2.5,0.32556683971250727,0.5,0.4883502595687609
Lattice,464,PLA,foamed elastomer,15.695003786554,10.0,2.5,0.32556683971250727,0.5,0.4883502595687609
Lattice,465,PLA,none,15.695003786554,10.0,2.5,0.32556683971250727,0.5,0.4883502595687609
Lattice,466,PLA,dense elastomer,23.080365583116844,10.0,2.5,0.34208980709202563,0.5,0.5131347106380384
Lattice,467,PLA,foamed elastomer,23.080365583116844,10.0,2.5,0.34208980709202563,0.5,0.5131347106380384
Lattice,468,PLA,none,23.080365583116844,10.0,2.5,0.34208980709202563,0.5,0.5131347106380384
Lattice,469,PLA,dense elastomer,18.215702168930626,10.0,2.5,0.3792668224246995,0.5,0.5689002336370492
Lattice,470,PLA,foamed elastomer,18.215702168930626,10.0,2.5,0.3792668224246995,0.5,0.5689002336370492
Lattice,471,PLA,none,18.215702168930626,10.0,2.5,0.3792668224246995,0.5,0.5689002336370492
Lattice,472,PLA,dense elastomer,11.897618657837201,10.0,2.5,1.0802233889000172,0.5,1.6203350833500259
Lattice,473,PLA,foamed elastomer,11.897618657837201,10.0,2.5,1.0802233889000172,0.5,1.6203350833500259
Lattice,474,PLA,none,11.897618657837201,10.0,2.5,1.0802233889000172,0.5,1.6203350833500259
Lattice,475,PLA,dense elastomer,28.526298523279376,10.0,2.5,1.185175196815277,0.5,1.7777627952229156
Lattice,476,PLA,foamed elastomer,28.526298523279376,10.0,2.5,1.185175196815277,0.5,1.7777627952229156
Lattice,477,PLA,none,28.526298523279376,10.0,2.5,1.185175196815277,0.5,1.7777627952229156
Lattice,478,PLA,dense elastomer,29.7992070999591,10.0,2.5,0.6031687878565823,0.5,0.9047531817848735
Lattice,479,PLA,foamed elastomer,29.7992070999591,10.0,2.5,0.6031687878565823,0.5,0.9047531817848735
Lattice,480,PLA,none,29.7992070999591,10.0,2.5,0.6031687878565823,0.5,0.9047531817848735
Lattice,481,PLA,dense elastomer,49.22697227486463,10.0,2.5,0.25387007347318113,0.5,0.3808051102097717
Lattice,482,PLA,foamed elastomer,49.22697227486463,10.0,2.5,0.25387007347318113,0.5,0.3808051102097717
Lattice,483,PLA,none,49.22697227486463,10.0,2.5,0.25387007347318113,0.5,0.3808051102097717
Lattice,484,PLA,dense elastomer,46.191680286479745,10.0,2.5,0.45553863536865186,0.5,0.6833079530529778
Lattice,485,PLA,foamed elastomer,46.191680286479745,10.0,2.5,0.45553863536865186,0.5,0.6833079530529778
Lattice,486,PLA,none,46.191680286479745,10.0,2.5,0.45553863536865186,0.5,0.6833079530529778
Lattice,487,PLA,dense elastomer,41.118367519413006,10.0,2.5,0.48008967165611305,0.5,0.7201345074841696
Lattice,488,PLA,foamed elastomer,41.118367519413006,10.0,2.5,0.48008967165611305,0.5,0.7201345074841696
Lattice,489,PLA,none,41.118367519413006,10.0,2.5,0.48008967165611305,0.5,0.7201345074841696
Lattice,490,PLA,dense elastomer,28.723789035882184,10.0,2.5,0.5172197204162756,0.5,0.7758295806244134
Lattice,491,PLA,foamed elastomer,28.723789035882184,10.0,2.5,0.5172197204162756,0.5,0.7758295806244134
Lattice,492,PLA,none,28.723789035882184,10.0,2.5,0.5172197204162756,0.5,0.7758295806244134
Lattice,493,PLA,dense elastomer,48.73077201186341,10.0,2.5,1.2051860872724032,0.5,1.8077791309086049
Lattice,494,PLA,foamed elastomer,48.73077201186341,10.0,2.5,1.2051860872724032,0.5,1.8077791309086049
Lattice,495,PLA,none,48.73077201186341,10.0,2.5,1.2051860872724032,0.5,1.8077791309086049
Lattice,496,PLA,dense elastomer,36.22159124750877,10.0,2.5,0.4024250900868609,0.5,0.6036376351302913
Lattice,497,PLA,foamed elastomer,36.22159124750877,10.0,2.5,0.4024250900868609,0.5,0.6036376351302913
Lattice,498,PLA,none,36.22159124750877,10.0,2.5,0.4024250900868609,0.5,0.6036376351302913
Lattice,499,PLA,dense elastomer,49.61350535894796,10.0,2.5,0.5287921880919644,0.5,0.7931882821379466
Lattice,500,PLA,foamed elastomer,49.61350535894796,10.0,2.5,0.5287921880919644,0.5,0.7931882821379466
Lattice,501,PLA,none,49.61350535894796,10.0,2.5,0.5287921880919644,0.5,0.7931882821379466
Lattice,502,PLA,dense elastomer,32.47746451971014,10.0,2.5,0.52029291887601,0.5,0.7804393783140151
Lattice,503,PLA,foamed elastomer,32.47746451971014,10.0,2.5,0.52029291887601,0.5,0.7804393783140151
Lattice,504,PLA,none,32.47746451971014,10.0,2.5,0.52029291887601,0.5,0.7804393783140151
Lattice,505,PLA,dense elastomer,48.34673114477492,10.0,2.5,0.7068950067796045,0.5,1.0603425101694066
Lattice,506,PLA,foamed elastomer,48.34673114477492,10.0,2.5,0.7068950067796045,0.5,1.0603425101694066
Lattice,507,PLA,none,48.34673114477492,10.0,2.5,0.7068950067796045,0.5,1.0603425101694066
Lattice,508,PLA,dense elastomer,43.48466568217769,10.0,2.5,0.5313569260639889,0.5,0.7970353890959834
Lattice,509,PLA,foamed elastomer,43.48466568217769,10.0,2.5,0.5313569260639889,0.5,0.7970353890959834
Lattice,510,PLA,none,43.48466568217769,10.0,2.5,0.5313569260639889,0.5,0.7970353890959834
Lattice,511,PLA,dense elastomer,36.76237660305815,10.0,2.5,0.7923898404394453,0.5,1.188584760659168
Lattice,512,PLA,foamed elastomer,36.76237660305815,10.0,2.5,0.7923898404394453,0.5,1.188584760659168
Lattice,513,PLA,none,36.76237660305815,10.0,2.5,0.7923898404394453,0.5,1.188584760659168
Lattice,514,PLA,dense elastomer,32.71401247372129,10.0,2.5,1.000775810041905,0.5,1.5011637150628576
Lattice,515,PLA,foamed elastomer,32.71401247372129,10.0,2.5,1.000775810041905,0.5,1.5011637150628576
Lattice,516,PLA,none,32.71401247372129,10.0,2.5,1.000775810041905,0.5,1.5011637150628576
Lattice,517,PLA,dense elastomer,20.469860477154068,10.0,2.5,0.9178874418112906,0.5,1.3768311627169358
Lattice,518,PLA,foamed elastomer,20.469860477154068,10.0,2.5,0.9178874418112906,0.5,1.3768311627169358
Lattice,519,PLA,none,20.469860477154068,10.0,2.5,0.9178874418112906,0.5,1.3768311627169358
Lattice,520,PLA,dense elastomer,38.8950135903254,10.0,2.5,0.7952165447679782,0.5,1.1928248171519673
Lattice,521,PLA,foamed elastomer,38.8950135903254,10.0,2.5,0.7952165447679782,0.5,1.1928248171519673
Lattice,522,PLA,none,38.8950135903254,10.0,2.5,0.7952165447679782,0.5,1.1928248171519673
Lattice,523,PLA,dense elastomer,39.98110814072384,10.0,2.5,0.5433625321366709,0.5,0.8150437982050063
Lattice,524,PLA,foamed elastomer,39.98110814072384,10.0,2.5,0.5433625321366709,0.5,0.8150437982050063
Lattice,525,PLA,none,39.98110814072384,10.0,2.5,0.5433625321366709,0.5,0.8150437982050063
Lattice,526,PLA,dense elastomer,28.355494946661675,10.0,2.5,1.1403273171198225,0.5,1.7104909756797337
Lattice,527,PLA,foamed elastomer,28.355494946661675,10.0,2.5,1.1403273171198225,0.5,1.7104909756797337
Lattice,528,PLA,none,28.355494946661675,10.0,2.5,1.1403273171198225,0.5,1.7104909756797337
Lattice,529,PLA,dense elastomer,33.10420306305565,10.0,2.5,0.4969433431729215,0.5,0.7454150147593822
Lattice,530,PLA,foamed elastomer,33.10420306305565,10.0,2.5,0.4969433431729215,0.5,0.7454150147593822
Lattice,531,PLA,none,33.10420306305565,10.0,2.5,0.4969433431729215,0.5,0.7454150147593822
Lattice,532,PLA,dense elastomer,26.1573764740924,10.0,2.5,0.361149636192234,0.5,0.541724454288351
Lattice,533,PLA,foamed elastomer,26.1573764740924,10.0,2.5,0.361149636192234,0.5,0.541724454288351
Lattice,534,PLA,none,26.1573764740924,10.0,2.5,0.361149636192234,0.5,0.541724454288351
Lattice,535,PLA,dense elastomer,45.6292398339274,10.0,2.5,0.5737291202333121,0.5,0.8605936803499682
Lattice,536,PLA,foamed elastomer,45.6292398339274,10.0,2.5,0.5737291202333121,0.5,0.8605936803499682
Lattice,537,PLA,none,45.6292398339274,10.0,2.5,0.5737291202333121,0.5,0.8605936803499682
Lattice,538,PLA,dense elastomer,29.492461043293716,10.0,2.5,0.3568361861869978,0.5,0.5352542792804967
Lattice,539,PLA,foamed elastomer,29.492461043293716,10.0,2.5,0.3568361861869978,0.5,0.5352542792804967
Lattice,540,PLA,none,29.492461043293716,10.0,2.5,0.3568361861869978,0.5,0.5352542792804967
Lattice,541,PLA,dense elastomer,42.07247974228551,10.0,2.5,1.062164300446071,0.5,1.5932464506691066
Lattice,542,PLA,foamed elastomer,42.07247974228551,10.0,2.5,1.062164300446071,0.5,1.5932464506691066
Lattice,543,PLA,none,42.07247974228551,10.0,2.5,1.062164300446071,0.5,1.5932464506691066
Lattice,544,PLA,dense elastomer,49.472440669125554,10.0,2.5,0.8085107833874278,0.5,1.2127661750811416
Lattice,545,PLA,foamed elastomer,49.472440669125554,10.0,2.5,0.8085107833874278,0.5,1.2127661750811416
Lattice,546,PLA,none,49.472440669125554,10.0,2.5,0.8085107833874278,0.5,1.2127661750811416
Lattice,547,PLA,dense elastomer,28.062521716103838,10.0,2.5,0.8244924073102117,0.5,1.2367386109653176
Lattice,548,PLA,foamed elastomer,28.062521716103838,10.0,2.5,0.8244924073102117,0.5,1.2367386109653176
Lattice,549,PLA,none,28.062521716103838,10.0,2.5,0.8244924073102117,0.5,1.2367386109653176
Lattice,550,PLA,dense elastomer,43.31043623439085,10.0,2.5,0.9939050010844114,0.5,1.490857501626617
Lattice,551,PLA,foamed elastomer,43.31043623439085,10.0,2.5,0.9939050010844114,0.5,1.490857501626617
Lattice,552,PLA,none,43.31043623439085,10.0,2.5,0.9939050010844114,0.5,1.490857501626617
Lattice,553,PLA,dense elastomer,11.426498189209777,10.0,2.5,0.6114273738622354,0.5,0.9171410607933532
Lattice,554,PLA,foamed elastomer,11.426498189209777,10.0,2.5,0.6114273738622354,0.5,0.9171410607933532
Lattice,555,PLA,none,11.426498189209777,10.0,2.5,0.6114273738622354,0.5,0.9171410607933532
Lattice,556,PLA,dense elastomer,40.40910283713545,10.0,2.5,0.6220888534859406,0.5,0.9331332802289108
Lattice,557,PLA,foamed elastomer,40.40910283713545,10.0,2.5,0.6220888534859406,0.5,0.9331332802289108
Lattice,558,PLA,none,40.40910283713545,10.0,2.5,0.6220888534859406,0.5,0.9331332802289108
Lattice,559,PLA,dense elastomer,49.85565571244524,10.0,2.5,1.0951404178460376,0.5,1.6427106267690563
Lattice,560,PLA,foamed elastomer,49.85565571244524,10.0,2.5,1.0951404178460376,0.5,1.6427106267690563
Lattice,561,PLA,none,49.85565571244524,10.0,2.5,1.0951404178460376,0.5,1.6427106267690563
Lattice,562,PLA,dense elastomer,12.950703093007784,10.0,2.5,0.9018006148527715,0.5,1.3527009222791573
Lattice,563,PLA,foamed elastomer,12.950703093007784,10.0,2.5,0.9018006148527715,0.5,1.3527009222791573
Lattice,564,PLA,none,12.950703093007784,10.0,2.5,0.9018006148527715,0.5,1.3527009222791573
Lattice,565,PLA,dense elastomer,19.613301906518878,10.0,2.5,0.9308467778954475,0.5,1.3962701668431712
Lattice,566,PLA,foamed elastomer,19.613301906518878,10.0,2.5,0.9308467778954475,0.5,1.3962701668431712
Lattice,567,PLA,none,19.613301906518878,10.0,2.5,0.9308467778954475,0.5,1.3962701668431712
Lattice,568,PLA,dense elastomer,37.341502434886486,10.0,2.5,0.5833218941174134,0.5,0.8749828411761201
Lattice,569,PLA,foamed elastomer,37.341502434886486,10.0,2.5,0.5833218941174134,0.5,0.8749828411761201
Lattice,570,PLA,none,37.341502434886486,10.0,2.5,0.5833218941174134,0.5,0.8749828411761201
Lattice,571,PLA,dense elastomer,44.8662807043717,10.0,2.5,0.6263107350055808,0.5,0.9394661025083711
Lattice,572,PLA,foamed elastomer,44.8662807043717,10.0,2.5,0.6263107350055808,0.5,0.9394661025083711
Lattice,573,PLA,none,44.8662807043717,10.0,2.5,0.6263107350055808,0.5,0.9394661025083711
Lattice,574,PLA,dense elastomer,14.387647327688496,10.0,2.5,1.2192061479190839,0.5,1.8288092218786258
Lattice,575,PLA,foamed elastomer,14.387647327688496,10.0,2.5,1.2192061479190839,0.5,1.8288092218786258
Lattice,576,PLA,none,14.387647327688496,10.0,2.5,1.2192061479190839,0.5,1.8288092218786258
Lattice,577,PLA,dense elastomer,25.09459984246392,10.0,2.5,0.4754935714673332,0.5,0.7132403572009998
Lattice,578,PLA,foamed elastomer,25.09459984246392,10.0,2.5,0.4754935714673332,0.5,0.7132403572009998
Lattice,579,PLA,none,25.09459984246392,10.0,2.5,0.4754935714673332,0.5,0.7132403572009998
Lattice,580,PLA,dense elastomer,37.15944973643781,10.0,2.5,1.1298541072768906,0.5,1.694781160915336
Lattice,581,PLA,foamed elastomer,37.15944973643781,10.0,2.5,1.1298541072768906,0.5,1.694781160915336
Lattice,582,PLA,none,37.15944973643781,10.0,2.5,1.1298541072768906,0.5,1.694781160915336
Lattice,583,PLA,dense elastomer,26.609510061972294,10.0,2.5,1.059755227093535,0.5,1.5896328406403026
Lattice,584,PLA,foamed elastomer,26.609510061972294,10.0,2.5,1.059755227093535,0.5,1.5896328406403026
Lattice,585,PLA,none,26.609510061972294,10.0,2.5,1.059755227093535,0.5,1.5896328406403026
Lattice,586,PLA,dense elastomer,44.274220169328544,10.0,2.5,0.6160886190352923,0.5,0.9241329285529385
Lattice,587,PLA,foamed elastomer,44.274220169328544,10.0,2.5,0.6160886190352923,0.5,0.9241329285529385
Lattice,588,PLA,none,44.274220169328544,10.0,2.5,0.6160886190352923,0.5,0.9241329285529385
Lattice,589,PLA,dense elastomer,39.72208662761763,10.0,2.5,0.5673725059969422,0.5,0.8510587589954133
Lattice,590,PLA,foamed elastomer,39.72208662761763,10.0,2.5,0.5673725059969422,0.5,0.8510587589954133
Lattice,591,PLA,none,39.72208662761763,10.0,2.5,0.5673725059969422,0.5,0.8510587589954133
Lattice,592,PLA,dense elastomer,33.321721013225556,10.0,2.5,1.1962396294014868,0.5,1.7943594441022301
Lattice,593,PLA,foamed elastomer,33.321721013225556,10.0,2.5,1.1962396294014868,0.5,1.7943594441022301
Lattice,594,PLA,none,33.321721013225556,10.0,2.5,1.1962396294014868,0.5,1.7943594441022301
Lattice,595,PLA,dense elastomer,34.33237448233821,10.0,2.5,0.8704725022047712,0.5,1.3057087533071567
Lattice,596,PLA,foamed elastomer,34.33237448233821,10.0,2.5,0.8704725022047712,0.5,1.3057087533071567
Lattice,597,PLA,none,34.33237448233821,10.0,2.5,0.8704725022047712,0.5,1.3057087533071567
Lattice,598,PLA,dense elastomer,14.625741819059803,10.0,2.5,0.39474512633892644,0.5,0.5921176895083897
Lattice,599,PLA,foamed elastomer,14.625741819059803,10.0,2.5,0.39474512633892644,0.5,0.5921176895083897
Lattice,600,PLA,none,14.625741819059803,10.0,2.5,0.39474512633892644,0.5,0.5921176895083897
Lattice,601,PLA,dense elastomer,43.98135755984888,10.0,2.5,0.7464639634606064,0.5,1.1196959451909096
Lattice,602,PLA,foamed elastomer,43.98135755984888,10.0,2.5,0.7464639634606064,0.5,1.1196959451909096
Lattice,603,PLA,none,43.98135755984888,10.0,2.5,0.7464639634606064,0.5,1.1196959451909096
Lattice,604,PLA,dense elastomer,36.49467825613828,10.0,2.5,0.29519171139540856,0.5,0.44278756709311284
Lattice,605,PLA,foamed elastomer,36.49467825613828,10.0,2.5,0.29519171139540856,0.5,0.44278756709311284
Lattice,606,PLA,none,36.49467825613828,10.0,2.5,0.29519171139540856,0.5,0.44278756709311284
Lattice,607,PLA,dense elastomer,48.9891126110811,10.0,2.5,0.27678927312299406,0.5,0.4151839096844911
Lattice,608,PLA,foamed elastomer,48.9891126110811,10.0,2.5,0.27678927312299406,0.5,0.4151839096844911
Lattice,609,PLA,none,48.9891126110811,10.0,2.5,0.27678927312299406,0.5,0.4151839096844911
Lattice,610,PLA,dense elastomer,45.023364672890295,10.0,2.5,1.1039498389026325,0.5,1.6559247583539487
Lattice,611,PLA,foamed elastomer,45.023364672890295,10.0,2.5,1.1039498389026325,0.5,1.6559247583539487
Lattice,612,PLA,none,45.023364672890295,10.0,2.5,1.1039498389026325,0.5,1.6559247583539487
Lattice,613,PLA,dense elastomer,17.77150251201545,10.0,2.5,0.9505628290373958,0.5,1.4258442435560936
Lattice,614,PLA,foamed elastomer,17.77150251201545,10.0,2.5,0.9505628290373958,0.5,1.4258442435560936
Lattice,615,PLA,none,17.77150251201545,10.0,2.5,0.9505628290373958,0.5,1.4258442435560936
Lattice,616,PLA,dense elastomer,36.96709682716452,10.0,2.5,0.588576298455509,0.5,0.8828644476832634
Lattice,617,PLA,foamed elastomer,36.96709682716452,10.0,2.5,0.588576298455509,0.5,0.8828644476832634
Lattice,618,PLA,none,36.96709682716452,10.0,2.5,0.588576298455509,0.5,0.8828644476832634
Lattice,619,PLA,dense elastomer,32.18247372470079,10.0,2.5,0.6089824103786392,0.5,0.9134736155679588
Lattice,620,PLA,foamed elastomer,32.18247372470079,10.0,2.5,0.6089824103786392,0.5,0.9134736155679588
Lattice,621,PLA,none,32.18247372470079,10.0,2.5,0.6089824103786392,0.5,0.9134736155679588
Lattice,622,PLA,dense elastomer,40.746310298889696,10.0,2.5,0.4929491899986159,0.5,0.7394237849979239
Lattice,623,PLA,foamed elastomer,40.746310298889696,10.0,2.5,0.4929491899986159,0.5,0.7394237849979239
Lattice,624,PLA,none,40.746310298889696,10.0,2.5,0.4929491899986159,0.5,0.7394237849979239
Lattice,625,PLA,dense elastomer,48.01341404543426,10.0,2.5,1.0196844354925312,0.5,1.5295266532387968
Lattice,626,PLA,foamed elastomer,48.01341404543426,10.0,2.5,1.0196844354925312,0.5,1.5295266532387968
Lattice,627,PLA,none,48.01341404543426,10.0,2.5,1.0196844354925312,0.5,1.5295266532387968
